City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
192,Griffith,41.5284,-87.4237,299.31,69,0,6.17,US,1691439412
193,Invercargill,-46.4,168.35,277.6,86,96,4.02,NZ,1691439412
194,Bandundu Province,-3.3167,17.3667,302.45,39,94,2.27,CD,1691439413
195,Qaqortoq,60.7167,-46.0333,279.75,81,18,2.44,GL,1691439413
196,Balotra,25.8333,72.2333,301.01,71,69,10.44,IN,1691439413
197,Lebu,-37.6167,-73.65,285.79,72,100,1.92,CL,1691439413
198,Kapuskasing,49.4169,-82.4331,297.2,64,75,1.54,CA,1691439148
199,Haiku-Pauwela,20.9219,-156.3051,302.69,60,20,10.8,US,1691439413
200,Utrik,11.2278,169.8474,301.73,74,96,8.27,MH,1691439413
201,Roswell,34.0232,-84.3616,307.16,62,40,4.63,US,1691439413
202,Zhigalovo,54.8097,105.1578,287.68,97,24,1.4,RU,1691439135
203,Botshabelo,-29.2702,26.7052,277.8,35,0,1.8,ZA,1691439413
204,Soto la Marina,23.7667,-98.2167,313.64,28,0,8.85,MX,1691439414
205,Zhangye,38.9342,100.4517,299.58,28,95,3.86,CN,1691439414
206,Zaozërsk,69.4005,32.4476,289.69,67,100,2.83,RU,1691439414
207,Flying Fish Cove,-10.4217,105.6791,296.97,94,100,4.63,CX,1691439414
208,Westport,41.1415,-73.3579,299.68,85,100,5.66,US,1691439414
209,Undurkhaan,47.3194,110.6556,287.78,90,100,2.44,MN,1691439414
210,Altay,47.8667,88.1167,293.75,48,100,0.26,CN,1691439414
211,Perros-Guirec,48.8145,-3.4396,289.07,82,100,2.57,FR,1691439414
212,San Pedro Pochutla,15.7333,-96.4667,307.99,53,12,3.5,MX,1691439295
213,Duba,27.3513,35.6901,306.24,38,0,1.7,SA,1691439414
214,Anadyr,64.75,177.4833,284.43,93,75,6.71,RU,1691439415
215,Ålesund,62.4723,6.1549,286.35,92,75,9.77,NO,1691439415
216,Enterprise,36.0252,-115.2419,314.36,7,20,8.75,US,1691439415
217,Priob’ye,62.5206,65.5964,290.45,72,3,1.98,RU,1691439415
218,Nantucket,41.2835,-70.0995,296.23,66,100,5.14,US,1691439237
219,Lázaro Cárdenas,17.9583,-102.2,305.44,58,10,5.91,MX,1691439415
220,Tazovsky,67.4667,78.7,286.18,76,5,3.4,RU,1691439415
221,Inhambane,-23.865,35.3833,291.93,82,0,3.92,MZ,1691439415
222,Conception Bay South,47.4999,-52.9981,290.12,83,75,7.2,CA,1691439257
223,Ballina,-28.8667,153.5667,285.81,74,100,4.91,AU,1691439415
224,Arboletes,8.8505,-76.4269,303.32,76,100,2.91,CO,1691439313
225,Nemuro,43.3236,145.575,287.46,98,100,6.4,JP,1691439415
226,Callao,-12.0667,-77.15,294.31,68,100,3.6,PE,1691439415
227,Karratha,-20.7377,116.8463,293.48,60,2,3.4,AU,1691439416
228,Laayoune,27.1622,-13.2032,296.34,100,0,5.66,EH,1691439275
229,Vrangel',42.7297,133.0839,291.14,81,98,2.85,RU,1691439416
230,Albertina,-22.2008,-46.6158,298.86,25,4,1.97,BR,1691439416
231,Shetpe,44.1667,52.1167,303.11,30,0,3.54,KZ,1691439416
232,Iskateley,67.6803,53.1512,280.11,94,15,3.67,RU,1691439416
233,Leh,34.1667,77.5833,289.68,51,15,2.95,IN,1691439416
234,Tsengel,49.4783,100.8894,286.63,88,81,0.31,MN,1691439416
235,Weno,7.4515,151.8468,301.12,89,100,2.06,FM,1691439416
236,Tutóia,-2.7619,-42.2744,300.37,78,6,5.9,BR,1691439416
237,La Passe,45.5549,-0.8967,293.28,71,3,4.46,FR,1691439416
238,Cadale,2.7603,46.3222,297.78,84,94,8.67,SO,1691439417
239,Ejutla de Crespo,16.5667,-96.7333,301.68,37,0,2.26,MX,1691439417
240,Thinadhoo,0.5333,72.9333,301.18,73,100,2.94,MV,1691439417
241,Kapaa,22.0752,-159.319,302.33,82,100,5.14,US,1691439417
